master_id,hubspot_id,account_id,vitally_id,confidence_tier,company_name,domain,segment,industry,plan,state,csm_owner,signup_date,mrr_mxn,mrr_source,mrr_confidence,mrr_original,currency_original,churn_date,churn_status,reference_month
32abb429e0d8,HS-100090,ACC-2089,cus_100089,T1,Ríos-Tijerina,ríostijerina439.com.mx,SMB,Automotriz,Basico,Puebla,Marta Díaz,2023-02-09,3111.00,crm,high,3111.00,MXN,2023-10-21,churned,2023-10
338f32670f98,HS-100399,ACC-2398,cus_100398,T1,Chavarría y Santiago S.A.,chavarría13.com.mx,Mid-Market,Educación,Pro,Chihuahua,Fernanda Solís,2023-04-02,22559.00,crm,high,22559.00,MXN,,active,2024-08
3444de83dd85,HS-100327,ACC-2326,cus_100326,T1,Proyectos Guzmán y Quintero,proyectos191.com.mx,Mid-Market,Alimentos,Pro,Sonora,Carla Nuñez,2023-02-04,18485.00,crm,high,18485.00,MXN,2023-09-04,churned,2023-09
34932df15d7b,HS-100361,ACC-2360,cus_100360,T1,Despacho Hernández-Aponte,despacho576.com.mx,SMB,Manufactura,Basico,Puebla,Jorge Ibarra,2022-10-09,5380.00,crm,high,5380.00,MXN,,active,2024-08
3499a7868775,HS-100148,ACC-2147,cus_100147,T1,Corona y Gaytán S.C.,corona812.com.mx,SMB,Automotriz,Basico,Chihuahua,Luis Peña,2024-03-17,8723.00,crm,high,8723.00,MXN,,active,2024-08
34a9ffde0fc0,HS-100107,ACC-2106,cus_100106,T2,Bermúdez-Sánchez S.C.,bermúdezsánc417.com.mx,SMB,Agroindustria,Basico,Yucatán,Jorge Ibarra,2023-01-25,72024.00,imputed_from_deal,high,,MXN,,active,2024-08
34c5037c1d22,HS-100198,ACC-2197,cus_100197,T2,Industrias Arce-Rentería,industrias53.com.mx,Enterprise,Agroindustria,Premium,Puebla,Carla Nuñez,2023-12-07,51045.00,crm,high,51045.00,MXN,,active,2024-08
34fc60602415,HS-100618,ACC-2617,cus_100617,T1,Cornejo-Villareal,cornejovilla12.com.mx,SMB,Manufactura,Basico,Yucatán,Diego Ortega,2022-05-23,7270.00,crm,high,7270.00,MXN,,active,2024-08
35f7ee11ef6a,HS-100286,ACC-2285,cus_100285,T1,Club Zambrano y Terrazas,club515.com.mx,SMB,Retail,Basico,Nuevo León,Luis Peña,2023-03-14,7250.00,crm,high,7250.00,MXN,,active,2024-08
368a3f9d6514,HS-100525,ACC-2524,cus_100524,T1,Fernández S.C.,fernández315.com.mx,Mid-Market,Educación,Pro,Sonora,Ana Ruiz,2024-05-27,18650.00,crm,high,18650.00,MXN,,active,2024-08
36fd3dae4ce6,HS-100078,ACC-2077,cus_100077,T1,López e Hijos,lópez137.com.mx,SMB,Alimentos,Basico,Sonora,Carla Nuñez,2022-11-25,8565.00,crm,high,8565.00,MXN,,active,2024-08
37211eeb762c,HS-100624,ACC-2623,cus_100623,T1,"Laboratorios Pizarro, Tamez y Rosario",laboratorios576.com.mx,SMB,Servicios Financieros,Basico,Puebla,Ana Ruiz,2024-02-11,3694.00,crm,high,3694.00,MXN,,active,2024-08
375bde6ba88f,HS-100483,ACC-2482,cus_100482,T1,Gamez-Otero,gamezotero567.com.mx,SMB,Manufactura,Basico,Guanajuato,Jorge Ibarra,2023-01-19,8579.00,crm,high,8579.00,MXN,,active,2024-08
3764f7701b9c,HS-100099,ACC-2098,cus_100098,T1,Garibay-Tejeda S. R.L. de C.V.,garibaytejed816.com.mx,SMB,Retail,Basico,Guanajuato,Fernanda Solís,2024-03-26,6636.00,crm,high,6636.00,MXN,,active,2024-08
37d67f0e2f52,HS-100057,ACC-2056,cus_100056,T1,"Proyectos Lara, Garica y Olmos",proyectos106.com.mx,SMB,Automotriz,Basico,Nuevo León,Carla Nuñez,2023-01-17,4897.00,crm,high,4897.00,MXN,,active,2024-08
392bdeef86e1,HS-100360,ACC-2359,cus_100359,T1,Chacón-Flores S.C.,chacónflores485.com.mx,Mid-Market,Servicios Financieros,Pro,Yucatán,Luis Peña,2024-04-20,16384.00,crm,high,16384.00,MXN,,active,2024-08
396128940af3,HS-100174,ACC-2173,cus_100173,T1,"Pacheco, Granados y Espinosa",pacheco844.com.mx,SMB,Automotriz,Basico,CDMX,Luis Peña,2022-07-02,5803.00,crm,high,5803.00,MXN,,active,2024-08
3967f5213479,HS-100597,ACC-2596,cus_100596,T1,"Quintero, Escobedo y Carrillo",quintero678.com.mx,Mid-Market,Manufactura,Pro,Yucatán,Jorge Ibarra,2022-03-05,9646.00,crm,high,9646.00,MXN,,active,2024-08
3a6d440d0d78,HS-100203,ACC-2202,cus_100202,T1,Corporacin Carrero-Durán,corporacin580.com.mx,SMB,Tecnología,Basico,Chihuahua,Ana Ruiz,2024-02-14,7384.00,crm,high,7384.00,MXN,2024-04-17,churned,2024-04
3af530a7679a,HS-100638,ACC-2637,cus_100637,T2,Industrias Zaragoza-Lira,industrias136.com.mx,SMB,Automotriz,Basico,Guanajuato,Fernanda Solís,2024-04-29,7819.00,crm,high,7819.00,MXN,,active,2024-08
3b117610596f,HS-100326,ACC-2325,cus_100325,T1,Orta-Estévez,ortaestévez904.com.mx,Mid-Market,Educación,Pro,Estado de México,Diego Ortega,2024-02-27,14760.00,crm,high,14760.00,MXN,,active,2024-08
3b4b11aa5621,HS-100291,ACC-2290,cus_100290,T1,Carreón-Garay e Hijos,carreóngaray465.com.mx,SMB,Logística,Basico,Yucatán,Jorge Ibarra,2022-05-02,2597.00,crm,high,2597.00,MXN,,active,2024-08
3baa0f55645f,HS-100485,ACC-2484,cus_100484,T1,"Segura, Zamudio y Baca",segura824.com.mx,Mid-Market,Construcción,Pro,Querétaro,Diego Ortega,2023-03-02,10504.00,crm,high,10504.00,MXN,2023-12-25,churned,2023-12
3d3cf29f1b67,HS-100095,ACC-2094,cus_100094,T1,Proyectos Escobar-Vigil,proyectos717.com.mx,Mid-Market,Alimentos,Pro,Jalisco,Fernanda Solís,2022-05-28,21087.00,crm,high,21087.00,MXN,,active,2024-08
3d464b2bd5fe,HS-100518,ACC-2517,cus_100517,T1,Gaitán-Delgadillo,gaitándelgad556.com.mx,Mid-Market,Alimentos,Pro,Sonora,Luis Peña,2022-06-08,14752.00,crm,high,14752.00,MXN,2022-10-03,churned,2022-10
3d9c9189ef8b,HS-100423,ACC-2422,cus_100422,T1,"Proyectos León, Salazar y Noriega",proyectos645.com.mx,SMB,Educación,Basico,CDMX,Jorge Ibarra,2023-01-15,3511.00,crm,high,3511.00,MXN,,active,2024-08
3dc38ff1f062,HS-100058,ACC-2057,cus_100057,T1,"Laboratorios Téllez, Sanches y Abreu",laboratorios886.com.mx,SMB,Construcción,Basico,Guanajuato,Luis Peña,2024-02-07,3331.00,crm,high,3331.00,MXN,,active,2024-08
3dec1c7194aa,HS-100117,ACC-2116,cus_100116,T1,Cuellar-Fonseca,cuellarfonse842.com.mx,Mid-Market,Retail,Pro,CDMX,Fernanda Solís,2023-04-30,22130.00,crm,high,22130.00,MXN,2024-05-16,churned,2024-05
3e0310fe6b93,HS-100555,ACC-2554,cus_100554,T1,"Proyectos González, Carrasco y Rivera",proyectos485.com.mx,Mid-Market,Hospitalidad,Pro,Sonora,Carla Nuñez,2022-08-03,14642.00,crm,high,14642.00,MXN,,active,2024-08
3e0eaa7298aa,HS-100284,ACC-2283,cus_100283,T1,Corporacin Caldera y Blanco,corporacin231.com.mx,SMB,Agroindustria,Basico,Querétaro,Ana Ruiz,2023-04-04,4834.00,crm,high,4834.00,MXN,,active,2024-08
3ed1dd022bbe,HS-100503,ACC-2502,cus_100502,T1,Zambrano-Cabán S.C.,zambranocabá844.com.mx,SMB,Construcción,Basico,Jalisco,Fernanda Solís,2023-07-04,5281.00,crm,high,5281.00,MXN,,active,2024-08
3f41a4432bea,HS-100280,ACC-2279,cus_100279,T1,Archuleta-Perea,archuletaper408.com.mx,Mid-Market,Logística,Pro,Sonora,Jorge Ibarra,2023-03-21,24684.00,crm,high,24684.00,MXN,,active,2024-08
3f52261ca656,HS-100188,ACC-2187,cus_100187,T1,Crespo y Borrego S. R.L. de C.V.,crespo745.com.mx,Mid-Market,Manufactura,Pro,CDMX,Ana Ruiz,2023-02-02,26086.00,crm,high,26086.00,MXN,,active,2024-08
3f8121a01f52,HS-100065,ACC-2064,cus_100064,T1,Valladares S.C.,valladares524.com.mx,SMB,Hospitalidad,Basico,CDMX,Marta Díaz,2023-08-19,2947.00,crm,high,2947.00,MXN,,active,2024-08
3f9a1cc61de5,HS-100055,ACC-2054,cus_100054,T1,León S.A.,león37.com.mx,Mid-Market,Servicios Financieros,Pro,Nuevo León,Jorge Ibarra,2024-03-17,21098.00,crm,high,21098.00,MXN,,active,2024-08
4036aa344034,HS-100149,ACC-2148,cus_100148,T1,Corporacin Madrigal-Lozano,corporacin340.com.mx,SMB,Hospitalidad,Basico,CDMX,Jorge Ibarra,2024-06-24,2822.00,crm,high,2822.00,MXN,,active,2024-08
40cbcd1a5e9b,HS-100524,ACC-2523,cus_100523,T1,Industrias Reyna-Feliciano,industrias911.com.mx,Mid-Market,Agroindustria,Pro,Nuevo León,Diego Ortega,2022-01-31,20692.00,crm,high,20692.00,MXN,,active,2024-08
4140e64c6083,HS-100371,ACC-2370,cus_100370,T1,Laboratorios Santacruz y Elizondo,laboratorios150.com.mx,SMB,Agroindustria,Basico,Estado de México,Carla Nuñez,2023-05-27,2132.00,crm,high,2132.00,MXN,,active,2024-08
4196ef66325f,HS-100086,ACC-2085,cus_100085,T1,Laboratorios Herrera y Rodríguez,laboratorios874.com.mx,SMB,Educación,Basico,Sonora,Carla Nuñez,2022-12-28,8846.00,crm,high,8846.00,MXN,,active,2024-08
419e91f90223,HS-100172,ACC-2171,cus_100171,T1,Despacho Garrido-Quintana,despacho391.com.mx,SMB,Hospitalidad,Basico,CDMX,Jorge Ibarra,2022-07-22,8737.00,crm,high,8737.00,MXN,,active,2024-08
41c9fae6089e,HS-100307,ACC-2306,cus_100306,T1,Mayorga-Montemayor S.C.,mayorgamonte502.com.mx,SMB,Servicios Financieros,Basico,Guanajuato,Ana Ruiz,2022-07-24,7805.00,crm,high,7805.00,MXN,,active,2024-08
41d822af890b,HS-100056,ACC-2055,cus_100055,T1,Industrias Balderas y Yáñez,industrias316.com.mx,Enterprise,Manufactura,Premium,Puebla,Fernanda Solís,2022-06-18,86911.00,imputed_from_deal,medium,,MXN,,active,2024-08
4241a3ce2f40,HS-100003,ACC-2002,cus_100002,T1,Granados y Solís e Hijos,granados239.com.mx,Mid-Market,Construcción,Pro,Chihuahua,Fernanda Solís,2024-05-30,9869.00,crm,high,9869.00,MXN,,active,2024-08
43aa39bba634,HS-100163,ACC-2162,cus_100162,T1,"Grupo Gastélum, Manzanares y Lira",grupo764.com.mx,Mid-Market,Hospitalidad,Pro,Guanajuato,Carla Nuñez,2023-03-07,18378.00,crm,high,18378.00,MXN,,active,2024-08
446b01c1b10d,HS-100066,ACC-2065,cus_100065,T1,Villareal S.A. de C.V.,villareal447.com.mx,SMB,Agroindustria,Basico,Puebla,Fernanda Solís,2023-02-11,2013.00,crm,high,2013.00,MXN,,active,2024-08
454a653ec9a9,HS-100560,ACC-2559,cus_100559,T1,Velásquez y Anaya S. R.L. de C.V.,velásquez662.com.mx,Mid-Market,Hospitalidad,Pro,Estado de México,Diego Ortega,2023-02-22,15158.00,crm,high,15158.00,MXN,,active,2024-08
4566eb75d1d3,HS-100622,ACC-2621,cus_100621,T2,Proyectos Gonzales-Lebrón,proyectos510.com.mx,SMB,Retail,Basico,Chihuahua,Ana Ruiz,2024-04-26,8104.00,crm,high,8104.00,MXN,,active,2024-08
47165a293fc0,HS-100238,ACC-2237,cus_100237,T1,Grupo Nieto-Ortiz,grupo737.com.mx,SMB,Automotriz,Basico,Yucatán,Fernanda Solís,2023-12-01,72982.50,crm,high,3945.00,USD,,active,2024-08
4748fb3a478f,HS-100542,ACC-2541,cus_100541,T1,Sepúlveda y Cisneros y Asociados,sepúlveda658.com.mx,Mid-Market,Retail,Pro,Guanajuato,Jorge Ibarra,2023-03-24,21698.00,crm,high,21698.00,MXN,,active,2024-08
4852e6665bc7,HS-100516,ACC-2515,cus_100515,T2,Naranjo-Limón A.C.,naranjolimón243.com.mx,SMB,Tecnología,Basico,Sonora,Marta Díaz,2022-03-11,6853.00,crm,high,6853.00,MXN,,active,2024-08
48633a3c243e,HS-100052,ACC-2051,cus_100051,T1,Cordero S.A.,cordero501.com.mx,Mid-Market,Servicios Financieros,Pro,Querétaro,Diego Ortega,2023-12-22,10664.00,crm,high,10664.00,MXN,,active,2024-08
48c20dcf6fe4,HS-100619,ACC-2618,cus_100618,T1,Grupo Sanches-Quiñónez,grupo77.com.mx,Mid-Market,Tecnología,Pro,CDMX,Marta Díaz,2023-08-08,25110.00,crm,high,25110.00,MXN,,active,2024-08
48fddc0a1679,HS-100315,ACC-2314,cus_100314,T1,"Almanza, Dávila y Sanches",almanza693.com.mx,Mid-Market,Salud,Pro,Querétaro,Luis Peña,2023-02-13,17662.00,crm,high,17662.00,MXN,,active,2024-08
49ce3285ee46,HS-100646,ACC-2645,cus_100645,T1,Club Morales y Portillo,club980.com.mx,Enterprise,Educación,Premium,Querétaro,Fernanda Solís,2022-02-01,64184.00,crm,high,64184.00,MXN,,active,2024-08
49ecd60b845c,HS-100079,ACC-2078,cus_100078,T1,Despacho Olivárez-Ruelas,despacho973.com.mx,SMB,Salud,Basico,Estado de México,Carla Nuñez,2024-03-26,8187.00,crm,high,8187.00,MXN,,active,2024-08
4ad2695790da,HS-100381,ACC-2380,cus_100380,T1,Gurule-Jurado,gurulejurado835.com.mx,SMB,Logística,Basico,Estado de México,Marta Díaz,2022-08-12,4903.00,crm,high,4903.00,MXN,,active,2024-08
4b4752da4a83,HS-100096,ACC-2095,cus_100095,T2,Flórez-Monroy e Hijos,flórezmonroy988.com.mx,SMB,Tecnología,Basico,Sonora,Marta Díaz,2024-05-07,4548.00,crm,high,4548.00,MXN,,active,2024-08
4b51faa01f35,HS-100016,ACC-2015,cus_100015,T1,Cabrera y Galván S. R.L. de C.V.,cabrera920.com.mx,SMB,Educación,Basico,Yucatán,Carla Nuñez,2023-07-28,6780.00,crm,high,6780.00,MXN,2023-12-05,churned,2023-12
4b99f2dd30ed,HS-100076,ACC-2075,cus_100075,T2,"Parra, Ybarra y Menéndez",parra250.com.mx,Mid-Market,Educación,Pro,Jalisco,Diego Ortega,2023-03-17,9181.00,crm,high,9181.00,MXN,,active,2024-08
4bf97be2706d,HS-100369,ACC-2368,cus_100368,T2,Angulo y Asociados,angulo904.com.mx,SMB,Servicios Financieros,Basico,Yucatán,Fernanda Solís,2024-05-25,6073.00,crm,high,6073.00,MXN,,active,2024-08
4bfe1795911a,HS-100075,ACC-2074,cus_100074,T1,Carrera y Crespo y Asociados,carrera425.com.mx,Mid-Market,Alimentos,Pro,Yucatán,Jorge Ibarra,2022-07-02,27863.00,crm,high,27863.00,MXN,,active,2024-08
4cdf5b9fe3a4,HS-100534,ACC-2533,cus_100533,T1,Saldivar y Rojo S.A.,saldivar750.com.mx,Mid-Market,Tecnología,Pro,Guanajuato,Ana Ruiz,2022-01-24,26925.00,crm,high,26925.00,MXN,,active,2024-08
4cfcbde1f51f,HS-100505,ACC-2504,cus_100504,T1,Magaña-Sevilla,magañasevill95.com.mx,Mid-Market,Tecnología,Pro,Nuevo León,Ana Ruiz,2022-11-06,19864.00,crm,high,19864.00,MXN,2024-04-21,churned,2024-04
4deb4455b182,HS-100429,ACC-2428,cus_100428,T1,Industrias Cazares-Navarro,industrias605.com.mx,SMB,Hospitalidad,Basico,Nuevo León,Ana Ruiz,2023-12-27,2694.00,crm,high,2694.00,MXN,2024-04-04,churned,2024-04
4dfb9ec0ce11,HS-100248,ACC-2247,cus_100247,T1,"Arriaga, Navarrete y Rangel",arriaga631.com.mx,Enterprise,Alimentos,Premium,Nuevo León,Diego Ortega,2024-01-09,29245.00,crm,high,29245.00,MXN,,active,2024-08
5020089d9965,HS-100168,ACC-2167,cus_100167,T1,"Corporacin Solorzano, Ramírez y Zavala",corporacin851.com.mx,SMB,Logística,Basico,Querétaro,Jorge Ibarra,2024-02-01,3347.00,crm,high,3347.00,MXN,,active,2024-08
50de7a632ea8,HS-100288,ACC-2287,cus_100287,T1,Fernández-de la Garza,fernándezde47.com.mx,SMB,Retail,Basico,Sonora,Diego Ortega,2022-09-23,7254.00,crm,high,7254.00,MXN,,active,2024-08
517840039522,HS-100160,ACC-2159,cus_100159,T1,Corporacin Tejeda-Baeza,corporacin866.com.mx,Mid-Market,Alimentos,Pro,Puebla,Ana Ruiz,2023-08-11,15527.00,crm,high,15527.00,MXN,,active,2024-08
51a517c1a25b,HS-100309,ACC-2308,cus_100308,T1,"Grupo Beltrán, Garza y Bahena",grupo486.com.mx,Mid-Market,Hospitalidad,Pro,Sonora,Ana Ruiz,2023-12-07,27955.00,crm,high,27955.00,MXN,,active,2024-08
51b8827af99f,HS-100002,ACC-2001,cus_100001,T1,Guillen y Saucedo y Asociados,guillen759.com.mx,Enterprise,Automotriz,Premium,Jalisco,Ana Ruiz,2024-01-01,66698.00,crm,high,66698.00,MXN,,active,2024-08
51e97a6e2d0f,HS-100484,ACC-2483,cus_100483,T1,Ibarra e Hijos,ibarra846.com.mx,Mid-Market,Logística,Pro,Nuevo León,Ana Ruiz,2022-12-27,27728.00,crm,high,27728.00,MXN,2024-02-04,churned,2024-02
5205e01e1434,HS-100027,ACC-2026,cus_100026,T1,Laboratorios Godoy y Toledo,laboratorios320.com.mx,SMB,Agroindustria,Basico,Jalisco,Jorge Ibarra,2024-04-12,5268.00,crm,high,5268.00,MXN,,active,2024-08
5211255cc108,HS-100468,ACC-2467,cus_100467,T1,Montalvo y Márquez y Asociados,montalvo911.com.mx,Mid-Market,Servicios Financieros,Pro,Sonora,Jorge Ibarra,2022-05-25,20832.00,crm,high,20832.00,MXN,,active,2024-08
523ef10f815e,HS-100077,ACC-2076,cus_100076,T1,"Menéndez, Figueroa y Corral",menéndez225.com.mx,Mid-Market,Educación,Pro,Jalisco,Diego Ortega,2024-01-20,25972.00,crm,high,25972.00,MXN,2024-04-20,churned,2024-04
52584d35f5ce,HS-100111,ACC-2110,cus_100110,T1,Industrias Puente y Tello,industrias124.com.mx,SMB,Construcción,Basico,Nuevo León,Diego Ortega,2023-04-01,7908.00,crm,high,7908.00,MXN,2024-02-29,churned,2024-02
5284a262a4a1,HS-100018,ACC-2017,cus_100017,T1,Mateo-Rolón S. R.L. de C.V.,mateorolón66.com.mx,SMB,Hospitalidad,Basico,Querétaro,Carla Nuñez,2022-03-20,5152.00,crm,high,5152.00,MXN,,active,2024-08
531b08e15995,HS-100081,ACC-2080,cus_100080,T1,"Ojeda, Rivas y Roybal",ojeda497.com.mx,Mid-Market,Servicios Financieros,Pro,Querétaro,Fernanda Solís,2023-04-06,16839.00,crm,high,16839.00,MXN,,active,2024-08
5382574560dc,HS-100535,ACC-2534,cus_100534,T1,Valle-Valencia S.C.,vallevalenci629.com.mx,Mid-Market,Hospitalidad,Pro,Sonora,Luis Peña,2022-08-04,10015.00,crm,high,10015.00,MXN,,active,2024-08
538f62518bf7,HS-100448,ACC-2447,cus_100447,T1,Rentería-Madera,renteríamade463.com.mx,Mid-Market,Educación,Pro,Guanajuato,Marta Díaz,2024-01-01,144600.00,imputed_from_deal,medium,,MXN,,active,2024-08
53f68810a2c7,HS-100533,ACC-2532,cus_100532,T1,"Rivero, Castellanos y Anaya",rivero21.com.mx,Enterprise,Logística,Premium,Estado de México,Luis Peña,2024-06-10,644965.50,crm,high,34863.00,USD,,active,2024-08
5469ca09097a,HS-100467,ACC-2466,cus_100466,T1,Olivas-Casas,olivascasas507.com.mx,SMB,Construcción,Basico,Jalisco,Carla Nuñez,2023-07-02,5161.00,crm,high,5161.00,MXN,,active,2024-08
548b90cb0018,HS-100508,ACC-2507,cus_100507,T1,Porras-Arredondo S.A.,porrasarredo635.com.mx,Mid-Market,Hospitalidad,Pro,Chihuahua,Jorge Ibarra,2024-06-19,17053.00,crm,high,17053.00,MXN,,active,2024-08
54e0cdf8d6e2,HS-100308,ACC-2307,cus_100307,T1,Laboratorios Escobar-Gómez,laboratorios690.com.mx,SMB,Salud,Basico,CDMX,Fernanda Solís,2024-04-10,53594.50,crm,high,2897.00,USD,,active,2024-08
559a1afd0e44,HS-100444,ACC-2443,cus_100443,T1,Robles S.A. de C.V.,robles332.com.mx,SMB,Tecnología,Basico,Chihuahua,Diego Ortega,2022-05-23,143689.50,crm,high,7767.00,USD,,active,2024-08
55d38d912444,HS-100184,ACC-2183,cus_100183,T1,"Club Cotto, Flores y Chavarría",club257.com.mx,Mid-Market,Servicios Financieros,Pro,Nuevo León,Ana Ruiz,2022-11-10,14717.00,crm,high,14717.00,MXN,,active,2024-08
565904aa901f,HS-100128,ACC-2127,cus_100127,T2,Valencia-Guardado e Hijos,valenciaguar553.com.mx,Mid-Market,Servicios Financieros,Pro,Guanajuato,Jorge Ibarra,2022-09-01,23344.00,crm,high,23344.00,MXN,,active,2024-08
566ce673d067,HS-100115,ACC-2114,cus_100114,T1,Valdez-Manzanares A.C.,valdezmanzan967.com.mx,Mid-Market,Agroindustria,Pro,Querétaro,Carla Nuñez,2022-11-22,25085.00,crm,high,25085.00,MXN,,active,2024-08
567a1080b6c7,HS-100477,ACC-2476,cus_100476,T1,Romero-Franco A.C.,romerofranco530.com.mx,SMB,Servicios Financieros,Basico,Querétaro,Fernanda Solís,2023-04-25,8414.00,crm,high,8414.00,MXN,,active,2024-08
56cc5e17ca7e,HS-100390,ACC-2389,cus_100389,T1,"Balderas, Galván y Espinal",balderas144.com.mx,Mid-Market,Agroindustria,Pro,CDMX,Marta Díaz,2022-05-20,11569.00,crm,high,11569.00,MXN,,active,2024-08
572855d81626,HS-100210,ACC-2209,cus_100209,T1,Ceballos-Reyna S.C.,ceballosreyn297.com.mx,SMB,Logística,Basico,Nuevo León,Jorge Ibarra,2022-05-23,4687.00,crm,high,4687.00,MXN,,active,2024-08
572d46de8d86,HS-100255,ACC-2254,cus_100254,T1,Corporacin Becerra-Salas,corporacin400.com.mx,SMB,Manufactura,Basico,Querétaro,Marta Díaz,2022-10-26,5851.00,crm,high,5851.00,MXN,,active,2024-08
57430e054ca2,HS-100623,ACC-2622,cus_100622,T1,Rangel y Asociados,rangel1.com.mx,SMB,Servicios Financieros,Basico,Querétaro,Carla Nuñez,2022-08-14,8765.00,crm,high,8765.00,MXN,,active,2024-08
5788d992991c,HS-100489,ACC-2488,cus_100488,T1,"Laboratorios Cardona, Prado y Valverde",laboratorios355.com.mx,Enterprise,Servicios Financieros,Premium,Querétaro,Diego Ortega,2024-02-23,49955.00,crm,high,49955.00,MXN,2024-06-10,churned,2024-06
57c8aca8703d,HS-100551,ACC-2550,cus_100550,T1,Club Cuellar-Leiva,club398.com.mx,SMB,Retail,Basico,Chihuahua,Marta Díaz,2022-03-21,6557.00,crm,high,6557.00,MXN,,active,2024-08
58660e0d4e6c,HS-100153,ACC-2152,cus_100152,T1,Industrias Cedillo-Olvera,industrias647.com.mx,SMB,Construcción,Basico,Jalisco,Jorge Ibarra,2024-02-09,7606.00,crm,high,7606.00,MXN,,active,2024-08
58977cac09cc,HS-100425,ACC-2424,cus_100424,T1,"Villareal, Mateo y Griego",villareal286.com.mx,SMB,Construcción,Basico,Guanajuato,Luis Peña,2022-08-06,8163.00,crm,high,8163.00,MXN,2024-04-06,churned,2024-04
589f42a9c63a,HS-100488,ACC-2487,cus_100487,T1,Mojica-Ruelas,mojicaruelas923.com.mx,SMB,Agroindustria,Basico,Puebla,Ana Ruiz,2023-01-06,6477.00,crm,high,6477.00,MXN,2023-10-02,churned,2023-10
5945ffa79bf5,HS-100441,ACC-2440,cus_100440,T1,"Grupo Jáquez, Pulido y Sánchez",grupo887.com.mx,SMB,Alimentos,Basico,Guanajuato,Carla Nuñez,2024-04-11,2961.00,crm,high,2961.00,MXN,,active,2024-08
598275c8d1e3,HS-100230,ACC-2229,cus_100229,T2,Cepeda-Arredondo y Asociados,cepedaarredo259.com.mx,Mid-Market,Logística,Pro,Guanajuato,Luis Peña,2022-12-21,13927.00,crm,high,13927.00,MXN,2024-01-24,churned,2024-01
59a59dbb5c8d,HS-100548,ACC-2547,cus_100547,T1,Balderas-Espinoza e Hijos,balderasespi636.com.mx,Mid-Market,Automotriz,Pro,Puebla,Luis Peña,2024-02-16,12941.00,crm,high,12941.00,MXN,,active,2024-08
59a8da5bbd25,HS-100537,ACC-2536,cus_100536,T1,Casanova S.A.,casanova568.com.mx,Mid-Market,Agroindustria,Pro,Puebla,Marta Díaz,2022-03-07,26698.00,crm,high,26698.00,MXN,,active,2024-08
5aabb4abe963,HS-100331,ACC-2330,cus_100330,T1,Corporacin Alcántar-Carranza,corporacin346.com.mx,SMB,Agroindustria,Basico,Nuevo León,Luis Peña,2022-07-22,8477.00,crm,high,8477.00,MXN,,active,2024-08
5aadc6d9beb8,HS-100140,ACC-2139,cus_100139,T1,Grupo Bahena y Barragán,grupo853.com.mx,Enterprise,Automotriz,Premium,Querétaro,Carla Nuñez,2023-07-30,89122.00,crm,high,89122.00,MXN,,active,2024-08
5ad0321274f2,HS-100164,ACC-2163,cus_100163,T1,Industrias Pacheco y Correa,industrias652.com.mx,SMB,Construcción,Basico,Nuevo León,Diego Ortega,2023-10-17,3557.00,crm,high,3557.00,MXN,,active,2024-08
5ad6ce2d765a,HS-100036,ACC-2035,cus_100035,T1,Navarrete-Berríos S.A.,navarreteber668.com.mx,Mid-Market,Manufactura,Pro,Puebla,Diego Ortega,2023-12-05,9483.00,crm,high,9483.00,MXN,,active,2024-08
5c5dbbe39468,HS-100216,ACC-2215,cus_100215,T1,Trejo y Aparicio S.A. de C.V.,trejo406.com.mx,SMB,Retail,Basico,Jalisco,Luis Peña,2023-05-13,4541.00,imputed_from_deal,medium,,MXN,,active,2024-08
5c7bb90cf33d,HS-100124,ACC-2123,cus_100123,T1,"Meraz, Ordóñez y Anaya",meraz881.com.mx,SMB,Agroindustria,Basico,Sonora,Marta Díaz,2023-08-17,5719.00,crm,high,5719.00,MXN,,active,2024-08
5ca575bf5963,HS-100317,ACC-2316,cus_100316,T1,Ocampo y Rocha S. R.L. de C.V.,ocampo492.com.mx,SMB,Salud,Basico,Querétaro,Fernanda Solís,2023-08-10,4857.00,crm,high,4857.00,MXN,,active,2024-08
5cb37febc3b4,HS-100222,ACC-2221,cus_100221,T1,Jasso-Rangel,jassorangel311.com.mx,Mid-Market,Automotriz,Pro,Querétaro,Ana Ruiz,2022-10-02,18000.00,crm,high,18000.00,MXN,2024-05-03,churned,2024-05
5ce69a34518d,HS-100351,ACC-2350,cus_100350,T1,Delgadillo-López y Asociados,delgadilloló472.com.mx,SMB,Construcción,Basico,Jalisco,Diego Ortega,2024-01-24,89447.50,crm,high,4835.00,USD,2024-06-24,churned,2024-06
5d3997bae226,HS-100165,ACC-2164,cus_100164,T1,Dueñas S. R.L. de C.V.,dueñas100.com.mx,SMB,Automotriz,Basico,Sonora,Ana Ruiz,2023-03-31,7140.00,crm,high,7140.00,MXN,,active,2024-08
5d3a54fbe090,HS-100509,ACC-2508,cus_100508,T1,Maestas-Bustos A.C.,maestasbusto63.com.mx,Enterprise,Alimentos,Premium,Chihuahua,Luis Peña,2024-06-12,53101.00,crm,high,53101.00,MXN,,active,2024-08
5df58f1cd011,HS-100006,ACC-2005,cus_100005,T1,Cuellar-Ceja e Hijos,cuellarceja100.com.mx,SMB,Educación,Basico,Yucatán,Ana Ruiz,2022-02-20,4940.00,crm,high,4940.00,MXN,,active,2024-08
